,key,val,val
764,"Nhóm ngành: Kỹ thuật cơ khí động lực, Kỹ thuật Cơ điện tử",GSA-01,GSA-01
765,Ngành Kỹ thuật ô tô,GSA-02,GSA-02
766,Công nghệ kỹ thuật Ô tô,7510205,7510205
767,Công nghệ kỹ thuật Cơ điện tử,7510203,7510203
768,Logistics và quản lý chuỗi cung ứng,7510605,7510605
769,Điện tử - viễn thông,7510302,7510302
770,Công nghệ kỹ thuật Cơ khí,7510201,7510201
771,Quản trị doanh nghiệp,7340101,7340101
772,Công nghệ Kỹ thuật giao thông,7510104,7510104
773,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,7510102,7510102
774,Logistics và Quản lý chuỗi cung ứng (VP),7510605VP,7510605VP
775,Logistics và vận tải đa phương thức (TN),7840101TN,7840101TN
776,Kỹ thuật cơ khí (Chuyên ngành Cơ khí ô tô),7520103H,7520103H
777,Kỹ thuật điện tử - viễn thông (Chuyên ngành Điện tử viễn thông),7520207H,7520207H
778,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng Công trình thủy và thềm lục địa),7580205109,7580205109
779,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng cầu đường),7580205111H,7580205111H
780,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Quy hoạch và thiết kế công trình giao thông),7580205117,7580205117
781,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng đường sắt – Metro),7580205120,7580205120
782,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng cầu hầm),7580205122,7580205122
783,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng đường bộ),7580205123,7580205123
784,Khai thác vận tải (Chuyên ngành Quản trị Logistics và vận tải đa phương thức),7840101H,7840101H
785,Khoa học Hàng hải (Chuyên ngành Điều khiển tàu biển),7840106101,7840106101
786,Khoa học Hàng hải (Chuyên ngành Điều khiển tàu biển,7840106101H,7840106101H
787,Khoa học Hàng hải (Chuyên ngành Thiết bị năng lượng tàu thủy),7840106103,7840106103
788,Khoa học Hàng hải (Chuyên ngành Quản lý hàng hải),7840106104H,7840106104H
789,"Kỹ thuật cơ khí (Chuyên ngành: Cơ giới hóa xếp dỡ, cơ khí ô tô, Máy xây dựng, Cơ khí tự động)",7520103,7520103
790,"Ngành kỹ thuật tàu thủy (Chuyên ngành: Thiết kế thân tàu thủy, Công nghệ đóng tàu thủy, Kỹ thuật công trình ngoài khơi)",7520122,7520122
791,"Kỹ thuật điện (Chuyên ngành: Điện và tự động tàu thủy, Điện công nghiệp, Hệ thống điện giao thông)",7520201,7520201
792,Kỹ thuật điều khiển và tự động hóa (Chuyên ngành Tự động hóa công nghiệp),7520216,7520216
793,Ngành kỹ thuật môi trường,7520320,7520320
794,"Kỹ thuật xây dựng (Chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật kết cấu công trình, Kỹ thuật nền móng và công trình ngầm)",7580201,7580201
795,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng Công trình thủy và thềm lục địa,7580205,7580205
796,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng cầu đường,7580205,7580205
797,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Quy hoạch và thiết kế công trình giao thông,7580205,7580205
798,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng đường sắt - Metro,7580205,7580205
799,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng cầu hầm,7580205,7580205
800,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng đường bộ,7580205,7580205
801,Kinh tế xây dựng (Chuyên ngành: Kinh tế xây dựng. Quản lí dự án xây dựng),7580301,7580301
802,"Khai thác vận tải (Chuyên ngành: Quản trị Logistics và vận tải đa phương thức, Quản lí và kinh doanh vận tải)",7840101,7840101
803,Kinh tế vận tải (Chuyên ngành Kinh tế vận tải biển),7840104,7840104
804,Ngành Khoa học hàng hải (Chuyên ngành Điều khiển tàu biển),7840106101,7840106101
805,Ngành Khoa học hàng hải (Chuyên ngành Vận hành khai thác máy tàu biển),7840106102,7840106102
806,Ngành Khoa học hàng hải (Chuyên ngành Thiết bị năng lượng tàu thủy,7840106103,7840106103
807,Ngành Khoa học hàng hải (Chuyên ngành Quản lí hàng hải),7840106104,7840106104
808,II.Chương trình đào tạo chất lượng cao,,
809,Ngành Khoa học Hàng hải -Chuyên ngành Điều khiển tàu biển,784016101H,784016101H
810,Ngành Khoa học Hàng hải - Chuyên ngành Quản lý hàng hải,784016104H,784016104H
811,Ngành Kỹ thuật điện tử - viễn thông (Chuyên ngành Điện tử viễn thông),7520207H,7520207H
812,Ngành kĩ thuật cơ khí (Chuyên ngành Cơ khí ô tô),7520103H,7520103H
813,Ngành Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng cầu đường),7580205111H,7580205111H
814,Ngành kinh tế xây dựng,7580301H,7580301H
815,Ngành Khai thác vận tải (Chuyên ngành Quản trị Logistics và vận tải đa phương thức),7840101H,7840101H
816,Khoa học hàng hải (chuyên ngành Công nghệ máy tàu thủy),7840106105,7840106105
817,Kỹ thuật điều khiển và tự động hóa (chuyên ngành Tự động hóa công nghiệp),7520216H,7520216H
818,Khoa học Hàng hải (Chuyên ngành Vận hành khai thác máy tàu biển),7840106102,7840106102
819,Khoa học hàng hải (chuyên ngành Vận hành khai thác máy tàu thủy),7840106102H,7840106102H
820,"Ngành Kinh tế, chuyên ngành Quản lý kinh tế",527,527
821,"Ngành Kinh tế, chuyên ngành Quản lý kinh tế (Sử dụng chứng chỉ Tiếng Anh)",527M,527M
822,"Ngành Kinh tế, chuyên ngành Kinh tế và Quản lý (chất lượng cao)",528,528
823,"Ngành Kinh tế, chuyên ngành Kinh tế và Quản lý (chất lượng cao) (Sử dụng chứng chỉ Tiếng Anh)",528M,528M
824,"Ngành Kinh tế, chuyên ngành Kinh tế và Quản lý",529,529
825,"Ngành Kinh tế, chuyên ngành Kinh tế và Quản lý (Sử dụng chứng chỉ Tiếng Anh)",529M,529M
826,"Ngành Chính trị học, chuyên ngành Quản lý hoạt động tư tưởng - văn hóa",530,530
827,"Ngành Chính trị học, chuyên ngành Chính trị học phát triển",531,531
828,"Ngành Chính trị học, chuyên ngành Quản lý xã hội",532,532
829,"Ngành Chính trị học, chuyên ngành Tư tưởng Hồ Chí Minh",533,533
830,"Ngành Chính trị học, chuyên ngành Văn hóa phát triển",535,535
831,"Ngành Chính trị học, chuyên ngành Chính sách công",536,536
832,"Ngành Chính trị học, chuyên ngành Truyền thông chính sách",538,538
833,"Ngành Chính trị học, chuyên ngành Truyền thông chính sách (Sử dụng chứng chỉ Tiếng Anh)",538M,538M
834,"Ngành Báo chí, chuyên ngành Báo in",602,602
835,"Ngành Báo chí, chuyên ngành Báo in (Sử dụng chứng chỉ Tiếng Anh)",602M,602M
836,"Ngành Báo chí, chuyên ngành Ảnh báo chí",603,603
837,"Ngành Báo chí, chuyên ngành Ảnh báo chí (Sử dụng chứng chỉ Tiếng Anh)",603M,603M
838,"Ngành Báo chí, chuyên ngành Báo phát thanh",604,604
839,"Ngành Báo chí, chuyên ngành Báo phát thanh (Sử dụng chứng chỉ Tiếng Anh)",604M,604M
840,"Ngành Báo chí, chuyên ngành Báo truyền hình",605,605
841,"Ngành Báo chí, chuyên ngành Báo truyền hình (Sử dụng chứng chỉ Tiếng Anh)",605M,605M
842,"Ngành Báo chí, chuyên ngành Quay phim truyền hình",606,606
843,"Ngành Báo chí, chuyên ngành Quay phim truyền hình (Sử dụng chứng chỉ Tiếng Anh)",606M,606M
844,"Ngành Báo chí, chuyên ngành Báo mạng điện tử",607,607
845,"Ngành Báo chí, chuyên ngành Báo mạng điện tử (Sử dụng chứng chỉ Tiếng Anh)",607M,607M
846,"Ngành Báo chí, chuyên ngành Báo truyền hình (chất lượng cao)",608,608
847,"Ngành Báo chí, chuyên ngành Báo truyền hình (chất lượng cao) (Sử dụng chứng chỉ Tiếng Anh)",608M,608M
848,"Ngành Báo chí, chuyên ngành Báo mạng điện tử (chất lượng cao)",609,609
849,"Ngành Báo chí, chuyên ngành Báo mạng điện tử (chất lượng cao) (Sử dụng chứng chỉ Tiếng Anh)",609M,609M
850,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",610,610
851,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại (Sử dụng chứng chỉ Tiếng Anh)",610M,610M
852,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",611,611
853,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế (Sử dụng chứng chỉ Tiếng Anh)",611M,611M
854,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",614,614
855,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao) (Sử dụng chứng chỉ Tiếng Anh)",614M,614M
856,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",615,615
857,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp (Sử dụng chứng chỉ Tiếng Anh)",615M,615M
858,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",616,616
859,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao) (Sử dụng chứng chỉ Tiếng Anh)",616M,616M
860,Ngành Ngôn ngữ Anh (Sử dụng chứng chỉ Tiếng Anh),7220201M,7220201M
861,Chủ nghĩa xã hội khoa học,7229008,7229008
862,"Ngành Lịch sử, chuyên ngành Lịch sử Đảng Cộng sản Việt Nam",7229010,7229010
863,Ngành Quản lý nhà nước (Sử dụng chứng chỉ Tiếng Anh),7310205M,7310205M
864,Ngành Xã hội học (Sử dụng chứng chỉ Tiếng Anh),7310301M,7310301M
865,Ngành Truyền thông đa phương tiện (Sử dụng chứng chỉ Tiếng Anh),7320104M,7320104M
866,Truyền thông đại chúng,7320105,7320105
867,Ngành Truyền thông đại chúng (Sử dụng chứng chỉ Tiếng Anh),7320105M,7320105M
868,Truyền thông quốc tế,7320107,7320107
869,Ngành Truyền thông quốc tế (Sử dụng chứng chỉ Tiếng Anh),7320107M,7320107M
870,Quảng cáo,7320110,7320110
871,Ngành Quảng cáo (Sử dụng chứng chỉ Tiếng Anh),7320110M,7320110M
872,Xuất bản,7320401,7320401
873,Ngành Xuất bản,7320401,7320401
874,Ngành Quản lý công (Sử dụng chứng chỉ Tiếng Anh),7340403M,7340403M
875,Ngành Công tác xã hội (Sử dụng chứng chỉ Tiếng Anh),7760101M,7760101M
876,Ngành Triết học,7229001,7229001
877,Ngành Chủ nghĩa xã hội khoa học,7229008,7229008
878,Ngành Kinh tế chính trị,7310102,7310102
879,Ngành Truyền thông đa phương tiện,7320104,7320104
880,Ngành Truyền thông đại chúng,7320105,7320105
881,Ngành Xây dựng Đảng và chính quyền nhà nước,7310202,7310202
882,Ngành Xã hội học,7310301,7310301
883,Ngành Quản lý công,7340403,7340403
884,Ngành Công tác xã hội,7760101,7760101
885,"Ngành Quản lý nhà nước, chuyên ngành Quản lý xã hội",532,532
886,"Ngành Quản lý nhà nước, chuyên ngành Quản lý hành chính nhà nước",537,537
887,"Ngành Xuất bản, chuyên ngành Biên tập xuất bản",801,801
888,"Ngành Xuất bản, chuyên ngành Xuất bản điện tử",802,802
889,Ngành Ngôn ngữ Anh,NTH04,NTH04
890,Ngành Truyền thông quốc tế,7320107,7320107
891,Ngành Quảng cáo,7320110,7320110
892,Kinh tế quốc tế,QHE43,QHE43
893,Hậu cần quân sự (thí sinh nam miền Bắc),7860218,7860218
894,Hậu cần quân sự (thí sinh nam miền Nam),7860218,7860218
895,Thí sinh Nam miền Bắc,7310202,7310202
896,Thí sinh Nam miền Nam,7310202,7310202
897,Hậu cần quân sự - Thí sinh Nam miền Bắc,7860218,7860218
898,Hậu cần quân sự - Thí sinh Nữ miền Bắc,7860218,7860218
899,Hậu cần quân sự - Thí sinh Nam miền Nam,7860218,7860218
900,Hậu cần quân sự - Thí sinh Nữ miền Nam,7860218,7860218
901,Chỉ huy kỹ thuật hóa học phía Bắc,7860229,7860229
902,Chỉ huy kỹ thuật hóa học phía Nam,7860229,7860229
903,Chỉ huy kỹ thuật Hoá học,7860229,7860229
904,Tiếng Anh thương mại,7220201D124,7220201D124
905,"Ngôn ngữ Anh,",7220201D125,7220201D125
906,"Quản trị kinh doanh,",7340101D403,7340101D403
907,Quản trị tài chính kế toán,7340101D404,7340101D404
908,Quản trị tài chính ngân hàng,7340101D411,7340101D411
909,Kinh doanh quốc tế và logistics,7340120A409,7340120A409
910,Kinh tế ngoại thương,7340120D402,7340120D402
911,Kinh tế ngoại thương (CLC),7340120H402,7340120H402
912,"Công nghệ thông tin,",7480201D114,7480201D114
913,Công nghệ phần mềm,7480201D118,7480201D118
914,Kỹ thuật truyền thông và mạng máy tính,7480201D119,7480201D119
915,Công nghệ thông tin (CLC),7480201H114,7480201H114
916,Máy và tự động hóa xếp dỡ,7520103D109,7520103D109
917,"Kỹ thuật cơ khí,",7520103D116,7520103D116
918,Kỹ thuật ôtô,7520103D122,7520103D122
919,Kỹ thuật nhiệt lạnh,7520103D123,7520103D123
920,Máy và tự động công nghiệp,7520103D128,7520103D128
921,Máy tàu thủy,7520122D106,7520122D106
922,Thiết kế tàu và công trình ngoài khơi,7520122D107,7520122D107
923,Đóng tàu và công trình ngoài khơi,7520122D108,7520122D108
924,Điện tử viễn thông,7520207D104,7520207D104
925,Điện tự động tàu thủy,7520216D103,7520216D103
926,Điện tự động công nghiệp,7520216D105,7520216D105
927,Tự động hóa hệ thống điện,7520216D121,7520216D121
928,Điện tự động công nghiệp (CLC),7520216H105,7520216H105
929,"Kỹ thuật môi trường,",7520320D115,7520320D115
930,Kỹ thuật hóa dầu,7520320D126,7520320D126
931,Xây dựng dân dụng và công nghiệp,7580201D112,7580201D112
932,Kiến trúc dân dụng và công nghiệp,7580201D127,7580201D127
933,Xây dựng công trình thủy,7580203D110,7580203D110
934,Kỹ thuật an toàn hàng hải,7580203D111,7580203D111
935,Kỹ thuật cầu đường,7580205D113,7580205D113
936,Kinh tế Hàng hải,7840104A408,7840104A408
937,Kinh tế vận tải biển,7840104D401,7840104D401
938,Logistics và chuỗi cung ứng,7840104D407,7840104D407
939,Kinh tế vận tải thủy,7840104D410,7840104D410
940,Kinh tế vận tải biển (CLC),7840104H401,7840104H401
941,Điều khiển tàu biển,7840106D101,7840106D101
942,Khai thác máy tàu biển,7840106D102,7840106D102
943,Luật hàng hải,7380101D120,7380101D120
944,Quản lý kinh doanh và marketing,7340101A403,7340101A403
945,Chuyên ngành Kinh tế vận tải biển,7840104D401,7840104D401
946,Chuyên ngành Kinh tế vận tải thủy,7840104D410,7840104D410
947,Chuyên ngành Logistics và chuỗi cung ứng,7840104D407,7840104D407
948,Ngành Kinh doanh quốc tế,7340120,7340120
949,Chuyên ngành Kinh tế ngoại thương,7340120D402,7340120D402
950,Chuyên ngành Quản trị kinh doanh,7340101D403,7340101D403
951,Chuyên ngành Quản trị tài chính kế toán,7340101D404,7340101D404
952,Chuyên ngành Quản trị tài chính ngân hàng,7340101D411,7340101D411
953,Ngành Luật,7380101,7380101
954,Chuyên ngành Luật hàng hải,7380101D120,7380101D120
955,Ngành Khoa học Hàng hải,7840106,7840106
956,Chuyên ngành Điều khiển tàu biển,7840106D101,7840106D101
957,Chuyên ngành Khai thác máy tàu biển,7840106D102,7840106D102
958,Ngành Kỹ thuật điện tử truyền thông,7520207,7520207
959,Chuyên ngành Điện tử viễn thông,7520207D104,7520207D104
960,Ngành Kỹ thuật điều khiển & Tự động hóa,7520216,7520216
961,Chuyên ngành Điện tự động tàu thủy,7520216D103,7520216D103
962,Chuyên ngành Điện tự động công nghiệp,7520216D105,7520216D105
963,Chuyên ngành Tự động hóa hệ thống điện,7520216D121,7520216D121
964,Ngành Kỹ thuật tàu thủy,7520122,7520122
965,Chuyên ngành Máy tàu thủy,7520122D106,7520122D106
966,Chuyên ngành Thiết kế tàu & công trình ngoài khơi,7520122D107,7520122D107
967,Chuyên ngành Đóng tàu và công trình ngoài khơi,7520122D108,7520122D108
968,Ngành Kỹ thuật cơ khí,7520103,7520103
969,Chuyên ngành Máy và tự động công nghiệp,7520103D128,7520103D128
970,Chuyên ngành Máy và tự động hóa xếp dỡ,7520103D109,7520103D109
971,Chuyên ngành Kỹ thuật cơ khí,7520103D116,7520103D116
972,Chuyên ngành Kỹ thuật cơ điện tử,7520103D117,7520103D117
973,Chuyên ngành Kỹ thuật ô tô,7520103D122,7520103D122
974,Chuyên ngành Kỹ thuật nhiệt lạnh,7520103D123,7520103D123
975,Ngành Kỹ thuật công trình biển,7580203,7580203
976,Chuyên ngành Xây dựng công trình thủy,7580203D110,7580203D110
977,Chuyên ngành Kỹ thuật an toàn hàng hải,7580203D111,7580203D111
978,Ngành Kỹ thuật công trình xây dựng,7580201,7580201
979,Chuyên ngành Xây dựng dân dụng và công nghiệp,7580201D112,7580201D112
980,Chuyên ngành Kiến trúc và nội thất,7580201D127,7580201D127
981,Chuyên ngành Kỹ thuật cầu đường,7580205D113,7580205D113
982,Chuyên ngành Công nghệ thông tin,7480201D114,7480201D114
983,Chuyên ngành Công nghệ phần mềm,7480103_01,7480103_01
984,Chuyên ngành Kỹ thuật truyền thông và mạng máy tính,7480201D119,7480201D119
985,Ngành Kỹ thuật môi trường,7520320,7520320
986,Chuyên ngành Kỹ thuật môi trường,7520320D115,7520320D115
987,Chuyên ngành Kỹ thuật công nghệ hóa học,7520320D126,7520320D126
988,Chuyên ngành Tiếng Anh thương mại,7220201_01,7220201_01
989,Chuyên ngành Ngôn ngữ Anh,7220201D125,7220201D125
990,NHÓM CÁC CHUYÊN NGÀNH CHẤT LƯỢNG CAO,,
991,Chuyên ngành Điện tự động công nghiệp (CLC),7520216H105,7520216H105
992,Chuyên ngành Công nghệ thông tin (CLC),7480201H114,7480201H114
993,Chuyên ngành Kinh tế vận tải biển (CLC),7840104H401,7840104H401
994,Chuyên ngành Kinh tế ngoại thương (CLC),7340120H402,7340120H402
995,NHÓM CÁC CHUYÊN NGÀNH THUỘC CHƯƠNG TRÌNH TIÊN TIẾN,,
996,Chuyên ngành Kinh tế Hàng hải,7840104A408,7840104A408
997,Chuyên ngành Kinh doanh quốc tế và logistics,7340120A409,7340120A409
998,Chuyên ngành Quản lý kinh doanh và marketing,7340101A403,7340101A403
999,Quản lý kinh doanh và Marketing,7340101A403,7340101A403
1000,Kỹ thuật Cơ điện tử,7520103D117,7520103D117
1001,Kỹ thuật công nghệ hóa học,7520320D126,7520320D126
1002,Kiến trúc và nội thất,7580201D127,7580201D127
1003,Quản lý công trình xây dựng,7580201D130,7580201D130
1004,Quản lý hàng hải,7840106D129,7840106D129
1005,Kỹ thuật hàng không,7520120,7520120
1006,Quản lý hoạt động bay,7840102,7840102
1007,Đại học hệ chính quy,,
1008,Cao đẳng,,
1009,Giáo dục Đặc biệt,7140203D,7140203D
1010,Sư phạm Hoá học (hệ cao đẳng),51140212,51140212
1011,Sư phạm Sinh học (hệ cao đẳng),51140213,51140213
1012,Sư phạm Ngữ văn (hệ cao đẳng),51140217,51140217
1013,Sư phạm Địa lý (hệ cao đẳng),51140219,51140219
1014,Hệ Đại học,,
1015,Quản lý Giáo dục (ĐH),7140114,7140114
1016,Giáo dục Mầm non (ĐH),7140201,7140201
1017,Giáo dục Tiểu học (ĐH),7140202,7140202
1018,Giáo dục Đặc biệt (ĐH),7140203,7140203
1019,Giáo dục Công dân (ĐH),7140204,7140204
1020,Sư phạm Toán học (ĐH),7140209,7140209
1021,Sư Phạm Vât lý (ĐH),7140211,7140211
1022,Sư phạm Ngữ văn (ĐH),7140217,7140217
1023,Sư phạm lịch sử (ĐH),7140218,7140218
1024,Ngôn ngữ Anh (ĐH),7220201,7220201
1025,Ngôn ngữ Trung Quõc (ĐH),7220204,7220204
1026,Chính tri học (ĐH),7310201,7310201
1027,Việt Nam học (ĐH),7310630,7310630
1028,Quản tri kinh doanh,7340101,7340101
1029,Toán ứng dụng (ĐH ),7460112,7460112
1030,Công nghệ thông tin (ĐH),7480201,7480201
1031,Công nghệ kỹ thuật môi 1 rường (ĐH),7510406,7510406
1032,Logistics vả quản lý chuỗi cung úng (DH),7510605,7510605
1033,Công tác xã hội (ĐH),7760101,7760101
1034,Quản tri dịch vụ du lịch vi lữ hành (ĐH),7810103,7810103
1035,Quản tri khách sạn (ĐH),7810201,7810201
1036,Giáo dục Mầm non (CĐ),51140201,51140201
1037,Giáo dục Tiểu học (CĐ),51140202,51140202
1038,Giáo dục Thể chất (CĐ),51140206,51140206
1039,Sư phạm Toán học (CĐ),51140209,51140209
1040,Sư nham Tin học (CĐ),SI 140210,SI 140210
1041,Sư phạm Hóa học (CĐ),51140212,51140212
1042,Sư phạm Sinh hoc (CD),51140213,51140213
1043,Sư pham Ngữ văn (CĐ),51140217,51140217
1044,Sư pham Địa lý (CD),51140219,51140219
1045,Sư phạm Tiếng Anh (CĐ),SI 140231,SI 140231
1046,Khoa học dữ liệu,7480109,7480109
1047,Quản lý dự án,7340409,7340409
1048,Quản trị kinh doanh học bằng tiếng Anh (EBBA),EBBA,EBBA
1049,Khởi nghiệp và phát triển kinh doanh (BBAE) học bằng tiếng Anh (tiếng Anh hệ số 2),EP01,EP01
1050,Định phí Bảo hiểm & Quản trị rủi ro (Actuary) học bằng tiếng Anh,EP02,EP02
1051,Quản lý công và chính sách học bằng tiếng Anh (EPMP),EPMP,EPMP
1052,Các chương trình định hướng ứng dụng (POHE - tiếng Anh hệ số 2),POHE,POHE
1053,Khoa học dữ liệu trong Kinh tế & Kinh doanh (DSEB),EP03,EP03
1054,Kế toán tích hợp chứng chỉ quốc tế (ICAEW CFAB),EP04,EP04
1055,Kinh doanh số (E-BDB),EP05,EP05
1056,Phân tích kinh doanh (BA),EP06,EP06
1057,Quản trị điều hành thông minh (E-SOM),EP07,EP07
1058,Quản trị chất lượng và Đổi mới (E-MQI),EP08,EP08
1059,Công nghệ tài chính (BFT),EP09,EP09
1060,Đầu tư tài chính (BFI - tiếng Anh hệ số 2),EP10,EP10
1061,Quản trị khách sạn quốc tế (IHME - tiếng Anh hệ số 2),EP11,EP11
1062,Quản trị kinh doanh (E-BBA),EBBA,EBBA
1063,Khởi nghiệp và phát triển kinh doanh (BBAE - tiếng Anh hệ số 2),EP01,EP01
1064,Định phí Bảo hiểm & Quản trị rủi ro (Actuary),EP02,EP02
1065,Quản lý công và Chính sách (E-PMP),EPMP,EPMP
1066,Chuyên ngành Kinh tế học ứng dụng,7310101_01,7310101_01
1067,Chuyên ngành Kinh tế nông nghiệp,7310101_02,7310101_02
1068,Chuyên ngành Kinh tế chính trị,7310101_03,7310101_03
1069,Chuyên ngành Quản trị bệnh viện,7340101_01,7340101_01
1070,Chuyên ngành Ngoại thương,7340120_01,7340120_01
1071,Chuyên ngành Quản trị lữ hành,7810103_01,7810103_01
1072,Chuyên ngành Quản trị khách sạn,7810201_01,7810201_01
1073,Chuyên ngành Quản trị sự kiện và dịch vụ giải trí,7810201_02,7810201_02
1074,Chuyên ngành Thuế trong kinh doanh,7340201_01,7340201_01
1075,Chuyên ngành Quản trị hải quan - ngoại thương,7340201_02,7340201_02
1076,Chuyên ngành Ngân hàng đầu tư,7340201_03,7340201_03
1077,Chuyên ngành Thị trường chứng khoán,7340201_04,7340201_04
1078,Chuyên ngành Quản trị rủi ro tài chính và bảo hiểm,7340201_05,7340201_05
1079,Chuyên ngành Đầu tư tài chính,7340201_06,7340201_06
1080,Chuyên ngành Tài chính quốc tế,7340201_07,7340201_07
1081,Chuyên ngành Toán tài chính,7310108_01,7310108_01
1082,Chuyên ngành Thống kê kinh doanh,7310107_01,7310107_01
1083,Chuyên ngành Hệ thống thông tin kinh doanh,7340405_01,7340405_01
1084,Chuyên ngành Thương mại điện tử,7340405_02,7340405_02
1085,Chuyên ngành Hệ thống hoạch định nguồn lực doanh nghiệp,7340405_03,7340405_03
1086,Chuyên ngành Luật kinh doanh,7380101_01,7380101_01
1087,Chuyên ngành Luật kinh doanh quốc tế,7380101_02,7380101_02
1088,Chuyên ngành Quản lý công,7340403_01,7340403_01
1089,Chỉ huy tham mưu Lục quân,7860201,7860201
1090,Thí sinh Nam (cả nước),7860201,7860201
1091,Chỉ huy tham mưu Lục quân (Thí sinh nam cả nước ),7860201,7860201
1092,Thí sinh Nam Quân khu 4(Quảng Trị và TT-Huế),7860201,7860201
1093,Thí sinh Nam Quân khu 5,7860214,7860214
1094,Thí sinh Nam Quân khu 7,7860201,7860201
1095,Thí sinh Nam Quân khu 9,7860201,7860201
1096,Chỉ huy tham mưu lục quân,7860201,7860201
1097,Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),7860201,7860201
1098,Chỉ huy tham mưu Lục quân - Thí sinh nam Quân khu 4 ( Quảng Trị và TT Huế),7860201,7860201
1099,Chỉ huy tham mưu Lục quân - Thí sinh nam Quân khu 5,7860201,7860201
1100,Chỉ huy tham mưu Lục quân - Thí sinh nam Quân khu 7,7860201,7860201
1101,Chỉ huy tham mưu Lục quân - Thí sinh nam Quân khu 9,7860201,7860201
1102,Đông Nam Á học,QHX04,QHX04
1103,Tài chính – Ngân hàng CLC,7340201C,7340201C
1104,Kế toán CLC,7340301C,7340301C
1105,Luật kinh tế CLC,7380107C,7380107C
1106,Công nghệ sinh học CLC,7420201C,7420201C
1107,Công nghệ kỹ thuật công trình xây dựng CLC,7510102C,7510102C
1108,Ngôn ngữ Anh (CT chất lượng cao),7220201C,7220201C
1109,Quản trị kinh doanh (CT chất lượng cao),7340101C,7340101C
1110,Tài chính - Ngân hàng (CT chất lượng cao),7340201C,7340201C
1111,Kế toán (CT chất lượng cao),7340301C,7340301C
1112,Hệ thống thông tin quản lí,7340405,7340405
1113,Luật kinh tế (CT chất lượng cao),7380107C,7380107C
1114,Công nghệ kĩ thuật công trình xây dựng,7510102,7510102
1115,CNKT công trình xây dựng CLC,7510102C,7510102C
1116,Quản lí xây dựng,7580302,7580302
1117,Marketing (Ngành mới),7340115,7340115
1118,Ngôn ngữ Anh Chất lượng cao,7220201C,7220201C
1119,Quản trị kinh doanh Chất lượng cao,7340101C,7340101C
1120,Tài chính – Ngân hàng Chất lượng cao,7340201C,7340201C
1121,Kế toán Chất lượng cao,7340301C,7340301C
1122,Luật kinh tế Chất lượng cao,7380107C,7380107C
1123,Công nghệ sinh học Chất lượng cao,7420201C,7420201C
1124,CNKT công trình xây dựng Chất lượng cao,7510102C,7510102C
1125,Kỹ thuật địa vật lý,7520502,7520502
1126,Kỹ thuật dầu khí,7520604_V,7520604_V
1127,Tài chính - ngân hàng,7340201,7340201
1128,Công nghệ kỹ thuật hoá học – CTTT,7510401_TT,7510401_TT
1129,Chương trình cử nhân chất lượng cao,7340001,7340001
1130,"Chương trình cử nhân chất lượng cao (Bao gồm ngành Tài Chính - Ngân hàng, Kế toán, Quản trị kinh doanh)",,
1131,Nhóm ngành Kinh tế - Kinh doanh (Chương trình đại trà) - Tài chính - Ngân hàng,7340201,7340201
1132,Nhóm ngành Kinh tế - Kinh doanh (Chương trình đại trà) - Kế toán,7340301,7340301
1133,Nhóm ngành Kinh tế - Kinh doanh (Chương trình đại trà) -Quản trị kinh doanh,7340101,7340101
1134,Nhóm ngành Kinh tế - Kinh doanh (Chương trình đại trà) -Kinh tế quốc tế,7310106,7310106
1135,Khối ngành Luật (chương trình đại trà) Luật Kinh tế,7380107,7380107
