,key,val,val
1454,Kinh tế (chuyên ngành kinh tế thủy sản),7310101B,7310101B
1455,"Công nghệ kĩ thuật điện, điện tử",7510301,7510301
1456,"Kỹ thuật nhiệt (3 chuyên ngành: Kỹ thuật điện lạnh; Máy lạnh, điều hòa không khí và thông gió; Máy lạnh và thiết bị thực phẩm)",7520115,7520115
1457,Kỹ thuật xây dựng (2 chuyên ngành: Kỹ thuật xây dựng; Kỹ thuật xây dựng công trình giao thông),7580201,7580201
1458,Khai thác thủy sản,7620304,7620304
1459,Nuôi trồng thủy sản (2 chuyên ngành: Nuôi trồng thủy sản; Bệnh học thủy sản),7620301,7620301
1460,Công nghệ chế biến thủy sản,7540105,7540105
1461,Công nghệ kỹ thuật hóa học,7510401C,7510401C
1462,Quản trị kinh doanh (chương trình song ngữ Anh - Việt),7340101A,7340101A
1463,"Công nghệ thông tin (chương trình định hướng nghề nghiệp, đào tạo song ngữ Anh - Việt)",7480201PHE,7480201PHE
1464,Nhóm ngành Kỹ thuật cơ khí (2 ngành: Kỹ thuật cơ khí; Công nghệ chế tạo máy),7520103A,7520103A
1465,Quản trị dịch vụ du lịch và lữ hành (chuyên ngành song ngữ Pháp - Việt),7810103P,7810103P
1466,"Quản trị dịch vụ du lịch và lữ hành (chuyên ngành Quản trị khách sạn, chương trình định hướng nghề nghiệp, đào tạo song ngữ Anh - Việt)",7810103PHE,7810103PHE
1467,Sáng tác văn học,7220110,7220110
1468,Văn hoá học - Nghiên cứu văn hoá,7229040A,7229040A
1469,Văn hoá học - Văn hoá truyền thông,7229040B,7229040B
1470,QLVH - Chính sách văn hoá và Quản lý nghệ thuật,7229042A,7229042A
1471,QLVH - Quản lý nhà nước về gia đình,7229042B,7229042B
1472,Quản lý di sản văn hoá,7229042C,7229042C
1473,QLVH - Biểu diễn âm nhạc,7229042D,7229042D
1474,QLVH - Đạo diễn sự kiện,7229042E,7229042E
1475,QLVH - Biên đạo múa đại chúng,7229042G,7229042G
1476,Liên thông Quản lý văn hoá,7229042LT,7229042LT
1477,Gia đình học,7229045,7229045
1478,Liên thông Thư viện,7320201LT,7320201LT
1479,Bảo tàng học,7320305,7320305
1480,Kinh doanh xuất bản phẩm,7320402,7320402
1481,Du lịch - Văn hoá du lịch,7810101A,7810101A
1482,"Du lịch - Lữ hành, Hướng dẫn du lịch",7810101B,7810101B
1483,Du lịch - Hướng dẫn du lịch quốc tế,7810101C,7810101C
1484,Liên thông Du lịch,7810101LT,7810101LT
1485,Du lịch - Văn hóa du lịch,7810101A,7810101A
1486,Văn hóa học - Nghiên cứu văn hóa,7229040,7229040
1487,Văn hóa học - Văn hóa truyền thông,7229040B,7229040B
1488,QLVH - Chính sách văn hóa và Quản lý nghệ thuật,7229042A,7229042A
1489,Quản lý di sản văn hóa,7229042C,7229042C
1490,Thông tin - Thư viện,QHX20,QHX20
1491,Văn hóa các dân tộc thiểu số Việt Nam,7220112,7220112
1492,Liên thông du lịch,7810101LT,7810101LT
1493,Liên thông Quản lý văn hóa,7229042LT,7229042LT
1494,Liên thông thư viện,7320201LT,7320201LT
1495,Văn hoá học – Văn hoá đối ngoại,7229040C,7229040C
1496,QLVH - Quản lý di sản văn hoá,7229042C,7229042C
1497,QLVH - Biểu diễn nghệ thuật,7229042D,7229042D
1498,QLVH - Tổ chức sự kiện văn hoá,7229042E,7229042E
1499,Văn hoá các dân tộc thiểu số Việt Nam - Tổ chức và Quản lý Văn hoá vùng dân tộc thiểu số,7220112A,7220112A
1500,Văn hoá các dân tộc thiểu số Việt Nam - Tổ chức và Quản lý Du lịch vùng dân tộc thiểu số,7220112B,7220112B
1501,Điều dưỡng chuyên ngành Hộ sinh,7720301_02,7720301_02
1502,Điều dưỡng chuyên ngành Gây mê hồi sức,7720301_03,7720301_03
1503,Kỹ thuật phục hình răng,7720502,7720502
1504,Y khoa (có CC Tiếng Anh),7720101_02,7720101_02
1505,Dược học (có CC Tiếng Anh),7720201_02,7720201_02
1506,Công nghệ Kỹ thuật Nhiệt,7510206,7510206
1507,Công nghệ Điều khiển - Tự động hóa,7510303,7510303
1508,Công nghệ kỹ thuật Điện - Điện tử,7510301,7510301
1509,Công nghệ Chế tạo máy,7510202,7510202
1510,Quản trị kinh doanh (Quản trị nhà hàng - khách sạn),7340101,7340101
1511,Việt Nam học (Hướng dẫn du lịch),7310630,7310630
1512,Luật Thương mại quốc tế,7380109,7380109
1513,Quản trị - Luật,7340102,7340102
1514,ĐHSP Âm nhạc,7140221,7140221
1515,ĐHSP Âm nhạc Mầm non,7140221,7140221
1516,ĐHSP Mỹ thuật,7140222,7140222
1517,ĐHSP Mỹ thuật Mầm non,7140222,7140222
1518,ĐH Quản lý văn hóa,7229042,7229042
1519,ĐH Thiết kế Thời trang,7210404,7210404
1520,ĐH Công nghệ may,7540204,7540204
1521,ĐH Thiết kế Đồ họa,7210403,7210403
1522,ĐH Hội họa,7210103,7210103
1523,ĐH Thanh nhạc,7210205,7210205
1524,ĐH Piano,7210208,7210208
1525,ĐH Diễn viên kịch - điện ảnh,7210234,7210234
1526,Hệ liên thông:,,
1527,Sư phạm Âm nhạc Mầm non,7140221,7140221
1528,Sư phạm Mỹ thuật Mầm non,7140222,7140222
1529,Hệ Đại học:,,
1530,Hệ Cao Đẳng:,,
1531,Công tác thanh thiếu niên,7760102,7760102
1532,Xây dựng Đảng và Chính quyền nhà nước,7310202,7310202
1533,Công tác Xã hội,7760101,7760101
1534,Quan hệ Công chúng,7320108,7320108
1535,Quản lý Nhà nước,7310205,7310205
1536,Ngôn ngữ Hàn,7220209,7220209
1537,Ngành Dầu khí,7520600,7520600
1538,Ngành Dầu khí ( Gồm 3 ngành: Kỹ thuật Địa chất (Địa chất-Địa Vật lý Dầu khí) 7520501; Kỹ thuật Dầu khí (Khoan Khai thác Dầu khí) 7520604; Kỹ thuật Hóa học (Lọc Hóa dầu) 7520301.Điểm chuẩn chung.Phân ngành sau năm 1),7520600,7520600
1539,Giáo dục Mầm non (Hệ cao đẳng),51140201,51140201
1540,Giáo dục Tiểu học (Hệ cao đẳng),51140202,51140202
1541,Giáo dục Thể chất (Hệ cao đẳng),51140206,51140206
1542,Sư phạm Toán học (Hệ cao đẳng),51140209,51140209
1543,Sư phạm Tin học (Hệ cao đẳng),51140210,51140210
1544,Sư phạm Vật lý (Hệ cao đẳng),51140211,51140211
1545,Sư phạm Hoá học (Hệ cao đẳng),51140212,51140212
1546,Sư phạm Sinh học (Hệ cao đẳng),51140213,51140213
1547,Sư phạm Ngữ văn (Hệ cao đẳng),51140217,51140217
1548,Sư phạm Lịch sử (Hệ cao đẳng),51140218,51140218
1549,Sư phạm Địa lý (Hệ cao đẳng),51140219,51140219
1550,Sư phạm Âm nhạc (Hệ cao đẳng),51140221,51140221
1551,Sư phạm Mỹ thuật (Hệ cao đẳng),51140222,51140222
1552,Ngôn ngữ Anh (Biên phiên dịch; Tiếng Anh kinh doanh),7220201,7220201
1553,Việt Nam học (chuyên ngành Hướng dẫn viên du lịch và Quàn lý Nhà hàng - Khách sạn),7310630,7310630
1554,Khoa học máy tính (Công nghệ thông tin),7480101,7480101
1555,Quàn lý đất đai,7850103,7850103
1556,Giáo dục mầm non (CĐ),51140201,51140201
1557,Sư phạm toán học (CĐ),51140209,51140209
1558,Sư phạm Tin học (CĐ),51140210,51140210
1559,Sư phạm Vật lý (CĐ),51140211,51140211
1560,Sư phạm Sinh học (CĐ),51140213,51140213
1561,Sư phạm Ngữ văn (CĐ),51140217,51140217
1562,Sư phạm Lịch sử (CĐ),51140218,51140218
1563,Sư phạm Địa lý (CĐ),51140219,51140219
1564,Sư phạm Âm nhạc (CĐ),51140221,51140221
1565,Sư phạm Mỹ thuật (CĐ),51140222,51140222
1566,Khoa học thư viện,7320201,7320201
1567,Quản lí giáo dục,7140114D,7140114D
1568,Giáo dục Mầm non SP Tiếng Anh,7140201C,7140201C
1569,Giáo dục Tiểu học SP Tiếng Anh,7140202D,7140202D
1570,Giáo dục công dân,7140204D,7140204D
1571,Giáo dục chính trị,7140205B,7140205B
1572,SP Toán học,7140209A,7140209A
1573,SP Toán học (dạy Toán bằng tiếng Anh),7140209D,7140209D
1574,SP Tin học,7140210E,7140210E
1575,SP Tin học (dạy Tin bằng tiếng Anh),7140210G,7140210G
1576,SP Vật lý,7140211C,7140211C
1577,SP Vật lý (dạy Lý bằng tiếng Anh),7140211G,7140211G
1578,SP Hoá học,7140212A,7140212A
1579,SP Hoá học (dạy Hoá bằng tiếng Anh),7140212B,7140212B
1580,SP Sinh học,7140213C,7140213C
1581,SP Sinh học (dạy Sinh bằng tiếng Anh),7140213F,7140213F
1582,SP Ngữ văn,7140217D,7140217D
1583,SP Lịch sử,7140218D,7140218D
1584,SP Địa lý,7140219C,7140219C
1585,SP Tiếng Pháp,7140233D,7140233D
1586,SP Công nghệ,7140246C,7140246C
1587,Chính trị học (Kinh tế chính trị Mác Lênin),7310201D,7310201D
1588,Tâm lý học (Tâm lý học trường học),7310401D,7310401D
1589,SP Tiếng Anh,7140231,7140231
1590,Giáo dục Quốc phòng và An ninh,7140208C,7140208C
1591,SP Toán học (dạy Toán bằng Tiếng Anh),7140209B,7140209B
1592,Triết học (Triết học Mác Lê-nin),7229001D,7229001D
1593,Sư phạm tiếng Anh (Đại trà),7140231D,7140231D
1594,Thiết kế đồ họa (Đại trà),7210403D,7210403D
1595,Thiết kế thời trang (Đại trà),7210404D,7210404D
1596,Ngôn ngữ Anh (Đại trà),7220201D,7220201D
1597,Thương mại điện tử (Đại trà),7340122D,7340122D
1598,Kế toán (Chất lượng cao tiếng Việt),7340301C,7340301C
1599,Kế toán (Đại trà),7340301D,7340301D
1600,Công nghệ kỹ thuật máy tính (Chất lượng cao tiếng Anh),7480108A,7480108A
1601,Công nghệ kỹ thuật máy tính (Chất lượng cao tiếng Việt),7480108C,7480108C
1602,Công nghệ kỹ thuật máy tính (Đại trà),7480108D,7480108D
1603,CN thông tin (Chất lượng cao tiếng Anh),7480201A,7480201A
1604,CN thông tin (Chất lượng cao tiếng Việt),7480201C,7480201C
1605,CN thông tin (Đại trà),7480201D,7480201D
1606,Kỹ thuật dữ liệu (Đại trà),7480203D,7480203D
1607,Công nghệ kỹ thuật công trình xây dựng (Chất lượng cao tiếng Anh),7510102A,7510102A
1608,Công nghệ kỹ thuật công trình xây dựng (Chất lượng cao tiếng Việt),7510102C,7510102C
1609,Công nghệ kỹ thuật công trình xây dựng (Đại trà),7510102D,7510102D
1610,Công nghệ kỹ thuật cơ khí (Chất lượng cao tiếng Anh),7510201A,7510201A
1611,Công nghệ kỹ thuật cơ khí (Chất lượng cao tiếng Việt),7510201C,7510201C
1612,Công nghệ kỹ thuật cơ khí (Đại trà),7510201D,7510201D
1613,CN chế tạo máy (Chất lượng cao tiếng Anh),7510202A,7510202A
1614,CN chế tạo máy (Chất lượng cao tiếng Việt),7510202C,7510202C
1615,CN chế tạo máy (Đại trà),7510202D,7510202D
1616,Công nghệ kỹ thuật cơ điện tử (Chất lượng cao tiếng Anh),7510203A,7510203A
1617,Công nghệ kỹ thuật cơ điện tử (Chất lượng cao tiếng Việt),7510203C,7510203C
1618,Công nghệ kỹ thuật cơ điện tử (Đại trà),7510203D,7510203D
1619,Công nghệ kỹ thuật ô tô (Chất lượng cao tiếng Anh),7510205A,7510205A
1620,Công nghệ kỹ thuật ô tô (Chất lượng cao tiếng Việt),7510205C,7510205C
1621,Công nghệ kỹ thuật ô tô (Đại trà),7510205D,7510205D
1622,Công nghệ kỹ thuật nhiệt (Chất lượng cao tiếng Anh),7510206A,7510206A
1623,Công nghệ kỹ thuật nhiệt (Chất lượng cao tiếng Việt),7510206C,7510206C
1624,Công nghệ kỹ thuật nhiệt (Đại trà),7510206D,7510206D
1625,Năng lượng tái tạo (Đại trà),7510208D,7510208D
1626,"Công nghệ kỹ thuật điện, điện tử (Chất lượng cao tiếng Anh)",7510301A,7510301A
1627,"Công nghệ kỹ thuật điện, điện tử (Chất lượng cao tiếng Việt)",7510301C,7510301C
1628,"Công nghệ kỹ thuật điện, điện tử (Đại trà)",7510301D,7510301D
1629,Công nghệ kỹ thuật điện tử - viễn thông (Chất lượng cao tiếng Anh),7510302A,7510302A
1630,Công nghệ kỹ thuật điện tử - viễn thông (Chất lượng cao tiếng Việt),7510302C,7510302C
1631,Công nghệ kỹ thuật điện tử - viễn thông (Đại trà),7510302D,7510302D
1632,Công nghệ kỹ thuật điều khiển và tự động hóa (Chất lượng cao tiếng Anh),7510303A,7510303A
1633,Công nghệ kỹ thuật điều khiển và tự động hóa (Chất lượng cao tiếng Việt),7510303C,7510303C
1634,Công nghệ kỹ thuật điều khiển và tự động hóa (Đại trà),7510303D,7510303D
1635,Công nghệ kỹ thuật Hóa học (Đại trà),7510401D,7510401D
1636,Công nghệ vật liệu (Đại trà),7510402D,7510402D
1637,Công nghệ kỹ thuật môi trường (Chất lượng cao tiếng Việt),7510406C,7510406C
1638,Công nghệ kỹ thuật môi trường (Đại trà),7510406D,7510406D
1639,Quản lý công nghiệp (Chất lượng cao tiếng Việt),7510601C,7510601C
1640,Quản lý công nghiệp (Đại trà),7510601D,7510601D
1641,Logistics & Quản lý chuỗi cung ứng (Đại trà),7510605D,7510605D
1642,Công nghệ kỹ thuật in (Chất lượng cao tiếng Việt),7510801C,7510801C
1643,Công nghệ kỹ thuật in (Đại trà),7510801D,7510801D
1644,KT công nghiệp (Đại trà),7520117D,7520117D
1645,Kỹ thuật y sinh (Điện tử YS) (Đại trà),7520212D,7520212D
1646,Công nghệ thực phẩm (Chất lượng cao tiếng Anh),7540101A,7540101A
1647,Công nghệ thực phẩm (Chất lượng cao tiếng Việt),7540101C,7540101C
1648,Công nghệ thực phẩm (Đại trà),7540101D,7540101D
1649,Công nghệ may (Chất lượng cao tiếng Việt),7540205C,7540205C
1650,Công nghệ may (Đại trà),7540205D,7540205D
1651,CN chế biến lâm sản (chế biến gỗ) (Đại trà),7549001D,7549001D
1652,Kiến trúc (Đại trà),7580101D,7580101D
1653,KT xây dựng công trình giao thông (Đại trà),7580205D,7580205D
1654,Quản lý xây dựng (Đại trà),7580302D,7580302D
1655,Quản trị nhà hàng và dịch vụ ăn uống (Đại trà),7810202D,7810202D
1656,Kỹ thuật nữ công (Đại trà),7810502D,7810502D
1657,Su phạm Tiếng Anh (hệ Đại trả),7140231D,7140231D
1658,Thict kế dồ họa (hệ Đại trà),7210403D,7210403D
1659,Thiết kế thời trang (hệ Đại trà),7210404D,7210404D
1660,Ngôn ngữ Anh (hệ Đại trà),7220201D,7220201D
1661,Thương mại điện tử (hệ Đại trà),7340122D,7340122D
1662,Kế toán (hệ Chất lượng cao tiếng Việt),7340301C,7340301C
1663,Kế toán (hệ Đại trà),7340301D,7340301D
1664,Công nghệ kỹ thuật máy tinh (hệ ('hất lượng cao ticng Anh),7480108A,7480108A
1665,Công nghệ kỹ thuật máy tinh (hệ Chất lượng cao ticng Việt),7480108C,7480108C
1666,Công nghệ kỳ thuật máy tinh (hệ Đại trà),7480108D,7480108D
1667,Công nghệ Thông Tin (hệ Chất lượng cao tiếng Anh),7480201A,7480201A
1668,Công nghệ Thông Tin (hệ Chấl lượng cao tiếng Việt),7480201C,7480201C
1669,Công nghệ Thông Tin (hệ đại trà),7480201D,7480201D
1670,Kỹ thuật dữ liệu,7480203D,7480203D
1671,Cóng nghệ kỹ thuật công trình xây dựng (hệ Chất lượng cao ticng Anh),7510102A,7510102A
1672,Công nghệ kỳ thuậl công trình xây dựng (hý Chất lưựng cao ticng Việt),7510102C,7510102C
1673,Cõng nghệ kỳ thuật cõng trinh xây dựng (hệ Dại trà),7510102D,7510102D
1674,Công nghệ kỳ thuật cơ khi (hệ Chát lượng cao tiếng Anh),7510201A,7510201A
1675,Công nghệ kỷ thuật cơ khi (hệ Chất lượng cao ticng Việt),7510201C,7510201C
1676,Công nghv* kỳ thuvìt cơ khí (hv* Đựi trà),7510201D,7510201D
1677,Công nghệ chc tạo máy (hệ Chắt lượng cao tiếng Anh),7510202A,7510202A
1678,Công nghộ chò tạt) miy (hộ Chât lưựng cao ticng Việt),7510202C,7510202C
1679,Công nghệ chê tạo máy (hệ Dại trả),7510202D,7510202D
1680,Công nghç kỳ thuật cơ điện tứ (hộ Chất lượng cao ticng Anh),7510203A,7510203A
1681,Công nghệ kỳ thuật cơ điC*n lừ (hệ Chất lưựng cao ticng Việt),7510203C,7510203C
1682,Cống nghệ kỳ thu¿! cơ điộn từ (hí* Dụi (rà),7510203D,7510203D
1683,Công nghệ kỳ thuật ỏ tô (hệ Chat lượng cao ticng Anh),7510205A,7510205A
1684,Công nghệ kỳ thuật ô tò (hệ Chất lượng cao tiêng Việt),7510205C,7510205C
1685,Công nghệ kỹ thuật ỏ tỏ (Ik Dại trà),7510205D,7510205D
1686,Công nghệ kỳ thuật nhiệt (hộ Chắt lượng cao ticng Anh),7510206A,7510206A
1687,Công nghệ kỳ thuật nhiệt (hệ Chất lượng cao tiêng Việt),7510206C,7510206C
1688,Cong nghệ kỳ thuật nhiệt (hệ Đại trả),7510206D,7510206D
1689,Năng lưựng tái tạo (hộ Dại (rà),7510208D,7510208D
1690,Công Nghý kỹ thuật điộn - điộn tư (hệ Chất lượng cao tiếng Anh),7510301A,7510301A
1691,Cõng Nghç kỳ thuật diçn - điện tư (hệ Chất lượng cao tiếng Việt),7510301C,7510301C
1692,Công Nghệ kỳ thu¿t điện - điện tư (hệ Đại trà),7510301D,7510301D
1693,Công nghệ kỷ thuật Diện từ - Viễn thông (hệ Chất lưựng cao tiếng Anh),7510302A,7510302A
1694,Công nghộ kỹ thuật Điộn tứ - Viền thòng (hộ Chất lưựng cao ticng Việt),7510302C,7510302C
1695,Công nghç kỹ thuật Diện tứ - Vico thòng (hç Dại trả),7510302D,7510302D
1696,Công nghỹ kỳ thuật điều khicn và lự động hoả (hệ Chat lượng cao ticng Anh),7510303A,7510303A
1697,Công nghệ kỳ thuật điều khiên và tự động hoả (hệ (’hất lượng cao ticng Việt),7510303C,7510303C
1698,Công nghệ kỳ thuật điểu khicn và tự động hoả (hộ Đại trà),7510303D,7510303D
1699,Công nghç Kỳ thuật Hóa học (hç Dại trà),7510401D,7510401D
1700,Công nghộ vật liệu (hvẳ Đựi trà),7510402D,7510402D
1701,Công nghệ kỳ thuật môi trưừng (hệ Chat lirựng cao tiếng Việi),7510406C,7510406C
1702,Công nghệ kỳ thuật mỏi trường (hệ Đại trà),7510406D,7510406D
1703,Quan lý Còng nghiệp (hệ Chất lượng cao tiếng Việt),7510601C,7510601C
1704,Quản lý Công nghiệp (hệ Đại trà),7510601D,7510601D
1705,Logistics và quán lý chuồi cung ứng (hv Dự! trà),7510605D,7510605D
1706,Công nghệ kỹ thuựt m (hệ Chất lượng cao tiếng Việt),7510801c,7510801c
1707,Công nghệ kỳ thuật in (hộ Đụi trà),7510801D,7510801D
1708,KỲ thuật Còng nghiệp (hệ Đại trà),7520117D,7520117D
1709,Kỹ thuật Y sinh (Điện tư V sinh) (hệ Đại trà),7520212D,7520212D
1710,Công nghệ Thực phẩm (hệ Chất lượng cao tiếng Anh),7540101A,7540101A
1711,Công nghệ Thực phàm (hệ Chất lượng cao ticng Việt),7540101C,7540101C
1712,Công nghệ Thực phàm (hệ Đại trà),7540101D,7540101D
1713,Công nghệ may (hệ Chất lượng cao tiếngViệt),7540205C,7540205C
1714,Công nghệ may (hệ Đại trả),7540205D,7540205D
1715,Công nghệ chc biến lảm sản (Chế biến gỗ) (hệ Đại trà),7549001D,7549001D
1716,Kiên trúc (hệ Đại trà),7580101D,7580101D
1717,Kỹ thuật xảy dựng công trinh giao thông (hệ Đại trà),7580205D,7580205D
1718,Quản lý xây dựng (hệ Đại trà),7580302D,7580302D
1719,Quan trị nhà hàng vả dịch vụ ăn uống (hệ Đại trả),7810202D,7810202D
1720,Kỷ thuật nử công (hộ Đại trà),7810502D,7810502D
1721,Kinh doanh Quốc tế (hệ Đại trà),7340120D,7340120D
1722,Hệ thống kỹ thuật công trình xây dựng (hệ Đại trà),7510106D,7510106D
1723,Robot và trí tuệ nhân tạo (hệ Đại trà),7510209D,7510209D
1724,Quản lý Công nghiệp (hệ Chất lượng cao tiếng Anh),7510601A,7510601A
1725,Công nghệ vật liệu dệt may (hệ Đại trà),7540203D,7540203D
1726,Công nghệ may (hệ Chất lượng cao tiếng Việt),7540204C,7540204C
1727,Công nghệ may (hệ Đại trà),7540204D,7540204D
1728,Kỹ nghệ gỗ và nội thất (hệ Đại trà),7549002D,7549002D
1729,Ngôn ngữ Anh (học tại Khu Hòa An),7220201H,7220201H
1730,Việt Nam học (Học tại khu Hòa An),7310630H,7310630H
1731,Quản trị kinh doanh (Học tại khu Hòa An),7340101H,7340101H
1732,Kinh doanh quốc tế - CTCLC,7340120C,7340120C
1733,Luật (Học tại khu Hòa An),7380101H,7380101H
1734,Công nghệ sinh học - CTTT,7420201T,7420201T
1735,Công nghệ thông tin - CTCLC,7480201C,7480201C
1736,Công nghệ thông tin (Học tại khu Hòa An),7480201H,7480201H
1737,Công nghệ kỹ thuật hóa học - CTCLC,7510401C,7510401C
1738,Kỹ thuật vật liệu,7520309,7520309
1739,Vật lý kỹ thuật,CN3,CN3
1740,19,7540105,7540105
1741,Kỹ thuật xây dựng (Học tại khu Hòa An),7580201H,7580201H
1742,Khuyến nông (Học tại khu Hòa An),7620102H,7620102H
1743,Nông học (Học tại khu Hòa An),7620109H,7620109H
1744,Kinh doanh nông nghiệp (Học tại khu Hòa An),7620114H,7620114H
1745,Kinh tế nông nghiệp (Học tại khu Hòa An),7620115H,7620115H
1746,Nuôi trồng thủy sản (Học tại khu Hòa An),7620301H,7620301H
1747,Nuôi trồng thủy sản - CTTT,7620301T,7620301T
1748,"A00, A01, B00",7850103,7850103
1749,Chương trình đào tạo đại trà,,
1750,"Ngôn ngữ Anh, 2 chuyên ngành: - Ngôn ngữ Anh; - Phiên dịch – biên dịch tiếng Anh",7220201,7220201
1751,"Việt Nam học, Chuyên ngành Hướng dẫn viên du lịch",7310630,7310630
1752,"Luật, 3 chuyên ngành: - Luật hành chính; - Luật thương mại; - Luật tư pháp.",7380101,7380101
1753,"Sinh học, 2 chuyên ngành: - Sinh học; - Vi sinh vật học.",7420101,7420101
1754,"Công nghệ thông tin, 2 chuyên ngành: - Công nghệ thông tin; - Tin học ứng dụng",7480201,7480201
1755,"Kỹ thuật cơ khí, 3 chuyên ngành: - Cơ khí chế tạo máy; - Cơ khí chế biến; - Cơ khí giao thông.",7520103,7520103
1756,Kỹ thuật điều khiển và Tự động hóa,7520216,7520216
1757,"Khoa học cây trồng, 2 chuyên ngành: - Khoa học cây trồng; - Công nghệ giống cây trồng.",7620110,7620110
1758,"Thú y, 2 chuyên ngành: - Thú y; - Dược Thú y.",7640101,7640101
1759,Hóa dược,7720203,7720203
1760,"Chương trình đào tạo đại trà, học tại Khu Hòa An",,
1761,Việt Nam học Chuyên ngành Hướng dẫn viên du lịch,7310630H,7310630H
1762,"Luật, Chuyên ngành Luật Hành chính",7380101H,7380101H
1763,Nông học Chuyên ngành Kỹ thuật Nông nghiệp,7620109H,7620109H
1764,Chương trình tiên tiến và chương trình chất lượng cao (Phương thức A),,
1765,Công nghệ sinh học (CTTT),7420201T,7420201T
1766,Nuôi trồng thủy sản (CTTT),7620301T,7620301T
1767,Ngôn ngữ Anh (CTCLC),7220201C,7220201C
1768,Kinh doanh quốc tế (CTCLC),7340120C,7340120C
1769,Công nghệ thông tin (CTCLC),7480201C,7480201C
1770,Công nghệ kỹ thuật hóa học (CTCLC),7510401C,7510401C
1771,Kỹ thuật Điện (CTCLC),7520201C,7520201C
1772,Công nghệ thực phẩm (CTCLC),7540101C,7540101C
1773,Kỹ thuật xây dựng (Chương trình chất lượng cao),7580201C,7580201C
1774,"Việt Nam học,",7310630,7310630
1775,Tài chính – Ngân hàng (CTCLC),7340201C,7340201C
1776,Kỹ thuật xây dựng (CTCLC),7580201C,7580201C
1777,Kỹ thuật điện (CTCLC),7520201C,7520201C
1778,Giáo duc hoc,7140101,7140101
1779,Giáo duc Mâm non,7140201,7140201
1780,Chính tri hoc,7310201,7310201
1781,Luât,7380101,7380101
1782,Sinh học úng dụng,7420203,7420203
1783,Hóa hoc,7440112,7440112
1784,Khoa học Môi trường,7440301,7440301
1785,Kỹ thuật Phần mềm - Công nghệ Thông tin,7480103,7480103
1786,Hệ thông Thông tin - Công nghệ Thông tin,7480104,7480104
1787,Kỹ thuật Điện,7520201,7520201
1788,Quy hoạch Vùng và Đô thị - Quản lý Đô thị,7580105,7580105
1789,Quản lý Đất đai,7850103,7850103
1790,Chính trị học (chuyên ngành Chính sách công),7310201A,7310201A
1791,Bác sĩ Răng - Hàm - Mặt,7720501,7720501
1792,Luật (nữ miền Bắc),7380101,7380101
1793,Luật (nam miền Bắc),7380101,7380101
1794,Luật (nữ miền Nam),7380101,7380101
1795,Luật (nam miền Nam),7380101,7380101
1796,Điểm chuẩn trúng tuyển của Thí sinh Miền Bắc (Từ tỉnh Quảng Bình trở ra),,
1797,Luật (Nam),7380101,7380101
1798,Luật (Nữ),7380101,7380101
1799,Điểm chuẩn trúng tuyển của Thí sinh Miền Nam (Từ tỉnh Quảng Trị trở vào),,
1800,Luật - Thí sinh Nam phía Bắc,7380101,7380101
1801,Luật - Thí sinh Nữ phía Bắc,7380101,7380101
1802,Luật - Thí sinh Nam phía Nam,7380101,7380101
1803,Luật - Thí sinh Nữ phía Nam,7380101,7380101
1804,Giáo dục mầm non (hệ cao đẳng),5140201,5140201
1805,ĐH Sư phạm Toán (CLC),7140209,7140209
1806,ĐH Sư phạm Lý (CLC),7140211,7140211
1807,ĐH Sư phạm Văn (CLC),7140217,7140217
1808,ĐH Sư phạm Sư (CLC),7140218,7140218
1809,ĐHSP Toán,7140209,7140209
1810,ĐHSP Vật lý,7140211,7140211
1811,ĐHSP Hóa học,7140213,7140213
1812,ĐHSP Sinh học,7140213,7140213
1813,ĐHSP Ngữ Văn,7140217,7140217
1814,ĐHSP Lịch sử,7140218,7140218
1815,ĐHSP Địa lý,7140219,7140219
1816,ĐHSP Tiếng Anh,7140231,7140231
1817,ĐHGD Mầm non,7140201,7140201
1818,ĐHGD Tiểu học,7140202,7140202
1819,ĐHGD Thể chất,7140206,7140206
1820,CĐSP Toán,5140209,5140209
1821,CĐSP Vật lý,5140211,5140211
1822,CĐSP Hóa học,5140213,5140213
1823,CĐSP Sinh học,5140213,5140213
1824,CĐSP Ngữ Văn,5140217,5140217
1825,CĐSP Lịch sử,5140218,5140218
1826,CĐSP Địa lý,5140219,5140219
1827,CĐSP Tiếng Anh,5140231,5140231
1828,CĐGD Mầm non,5140201,5140201
1829,CĐGD Tiểu học,5140202,5140202
1830,CĐGD Thể chất,5140206,5140206
1831,Các ngành đào tạo khác,,
1832,Bậc đại học,,
1833,"Bậc đại học ngành Nuôi trồng thủy sản, Kinh doanh Nông nghiệp",,
1834,Bậc cao đẳng,,
1835,Sư phạm toán học (CLC),7140209,7140209
1836,Sư phạm Vật lý (CLC),7140211,7140211
1837,Sư phạm Ngữ văn (CLC),7140217,7140217
1838,Sư phạm Lịch sử (CLC),7140218,7140218
1839,Giới và phát triển,7310399,7310399
1840,Luật quốc tế,7380108,7380108
1841,Luật (Nam miền Bắc),7380101,7380101
1842,Luật (Nữ miền Bắc),7380101,7380101
1843,Luật (Nam miền Nam),7380101,7380101
1844,Luật (Nữ miền Nam),7380101,7380101
1845,Luật - Phía Bắc đối với Nam,7380101,7380101
1846,Luật - Phía Bắc đối với Nữ,7380101,7380101
1847,Luật - Phía Nam đối với Nam,7380101,7380101
1848,Luật - Phía Nam đối với Nữ,7380101,7380101
